Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Kitchen Qual_num,Exter Qual_num,Bsmt Qual_num,Premium_Neighborhood,Composite_Score,High_Value
2819,908102330,20,RL,67.0,8877,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836.0,Unf,0.0,0.0,836.0,GasA,TA,Y,FuseF,1220,0,0,1220,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1951.0,Unf,2.0,396.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2006,COD,Normal,102000,3,3,2.0,0.0,0.22910345489871312,0
2820,908103310,90,RL,38.0,7840,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,Plywood,Wd Shng,BrkFace,355.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,976.0,Unf,0.0,0.0,976.0,GasA,TA,Y,SBrkr,1012,0,0,1012,0.0,2.0,2,0,4,0,TA,4,Typ,0,,,,,0.0,0.0,,,Y,0,0,0,0,0,0,,,,0,10,2006,WD ,AdjLand,127500,3,3,4.0,0.0,0.27062819877718014,0
2821,908103320,90,RL,35.0,9400,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,945.0,Unf,0.0,0.0,945.0,GasA,TA,Y,SBrkr,980,0,0,980,0.0,2.0,2,0,4,0,TA,4,Typ,0,,,,,0.0,0.0,,,Y,0,0,0,0,0,0,,,,0,10,2006,WD ,AdjLand,127500,3,3,4.0,0.0,0.26985236043658506,0
2822,908127050,20,RL,73.0,16133,Pave,,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,1969,1969,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,847.0,Unf,0.0,329.0,1176.0,GasA,TA,Y,SBrkr,1176,0,0,1176,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1969.0,Unf,1.0,360.0,TA,TA,Y,0,92,0,0,112,0,,,,0,12,2006,WD ,Abnorml,119900,3,3,4.0,0.0,0.2514540119993601,0
2823,908128100,60,RL,62.0,7162,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Hip,CompShg,HdBoard,Stucco,BrkFace,190.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Ex,Y,SBrkr,806,918,0,1724,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,616.0,TA,TA,Y,168,57,0,0,0,0,,,,0,5,2006,WD ,Normal,196500,4,4,4.0,0.0,0.36726682280674394,0
2824,908130020,20,RL,75.0,8050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,,TA,TA,PConc,Gd,TA,Av,GLQ,475.0,ALQ,297.0,142.0,914.0,GasA,Ex,Y,SBrkr,914,0,0,914,1.0,0.0,1,0,2,1,Gd,4,Typ,0,,,,,0.0,0.0,,,N,32,0,0,0,0,0,,,,0,4,2006,WD ,Normal,117250,4,3,4.0,0.0,0.26769579780691743,0
2825,908178050,60,RL,90.0,11060,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1150.0,1150.0,GasA,Ex,Y,SBrkr,1164,1150,0,2314,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Ex,BuiltIn,2003.0,Fin,2.0,502.0,TA,TA,Y,0,274,0,0,0,0,,,,0,2,2006,ConLD,Normal,229000,4,4,5.0,0.0,0.3861736249403759,0
2826,908186060,180,RM,35.0,3675,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547.0,Unf,0.0,0.0,547.0,GasA,Gd,Y,SBrkr,1072,0,0,1072,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0,28,0,0,0,0,,,,0,5,2006,WD ,Normal,145000,3,3,4.0,0.0,0.2635397741433826,0
2827,908186070,180,RM,35.0,3675,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547.0,Unf,0.0,0.0,547.0,GasA,Gd,Y,SBrkr,1072,0,0,1072,1.0,0.0,2,0,2,1,TA,5,Typ,0,,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0,44,0,0,0,0,,,,0,6,2006,New,Partial,140000,3,3,4.0,0.0,0.2970119963656048,0
2828,908186090,180,RM,35.0,3675,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547.0,Unf,0.0,0.0,547.0,GasA,Gd,Y,SBrkr,1072,0,0,1072,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0,44,0,0,0,0,,,,0,10,2006,New,Partial,142500,3,3,4.0,0.0,0.2907619963656048,0
2829,908188110,160,RM,24.0,2522,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,0,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,,,,0,5,2006,WD ,Normal,134000,4,4,4.0,0.0,0.3523214741155191,0
2830,908188120,160,RM,24.0,2522,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,0,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,,,,0,5,2006,WD ,Normal,130000,4,4,4.0,0.0,0.3523214741155191,0
2831,908188130,160,RM,24.0,2522,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,0,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,,,,0,4,2006,WD ,Normal,130000,4,4,4.0,0.0,0.3250992518932969,0
2832,908188140,160,RM,24.0,2522,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,0,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,,,,0,4,2006,WD ,Normal,137500,4,4,4.0,0.0,0.3523214741155191,0
2833,908188150,160,RM,32.0,3363,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,976.0,976.0,GasA,Ex,Y,SBrkr,976,732,0,1708,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,,,,0,4,2006,WD ,Normal,130000,4,4,4.0,0.0,0.3525494077420396,0
2834,908225180,50,RL,56.0,6956,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1948,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,Fa,TA,Mn,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Ex,Y,SBrkr,624,312,0,936,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1948.0,Unf,1.0,265.0,TA,Po,Y,0,0,0,0,0,0,,,,0,4,2006,WD ,Normal,97900,3,3,2.0,0.0,0.23564435570264464,0
2835,908227010,50,RL,72.0,7822,Pave,,Reg,Bnk,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,3,1915,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,Fa,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,TA,Y,FuseF,846,492,0,1338,0.0,0.0,2,0,3,1,TA,7,Typ,0,,Detchd,1974.0,Unf,2.0,528.0,TA,TA,N,0,0,208,0,0,0,,GdPrv,,0,5,2006,WD ,AdjLand,92000,3,3,2.0,0.0,0.27126714876582925,0
2836,908227030,50,RL,62.0,8707,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,4,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1093.0,1093.0,GasA,TA,N,FuseF,1093,576,0,1669,0.0,0.0,1,1,4,1,TA,9,Min2,0,,Attchd,1924.0,Unf,1.0,288.0,Fa,TA,Y,0,0,56,0,0,0,,,,0,5,2006,WD ,AdjLand,107000,3,3,3.0,0.0,0.238018239720618,0
2837,908227040,50,RL,58.0,8410,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,,0.0,TA,Fa,PConc,TA,TA,No,Unf,0.0,Unf,0.0,658.0,658.0,GasA,TA,Y,SBrkr,658,526,0,1184,0.0,0.0,1,0,5,1,TA,8,Typ,0,,,,,0.0,0.0,,,N,0,151,0,0,0,0,,,,0,5,2006,WD ,AdjLand,81000,3,3,3.0,0.0,0.20601090042611972,0
2838,908228040,50,RL,60.0,9738,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392.0,Unf,0.0,392.0,784.0,GasA,Gd,Y,SBrkr,949,272,0,1221,1.0,0.0,1,0,4,1,TA,7,Typ,0,,Attchd,1965.0,Unf,1.0,392.0,TA,TA,Y,0,0,236,0,0,0,,,,0,3,2006,WD ,Normal,104900,3,3,3.0,0.0,0.2819797942568271,0
2839,908275220,20,RL,60.0,8172,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,Rec,167.0,Unf,0.0,697.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1957.0,Unf,2.0,572.0,TA,TA,N,0,0,0,0,0,0,,,,0,4,2006,WD ,Normal,115000,3,3,3.0,0.0,0.2868196353062708,0
2840,908275290,20,RL,60.0,16012,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,4,1954,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,Rec,691.0,Unf,0.0,263.0,954.0,GasA,Ex,Y,SBrkr,1482,0,0,1482,0.0,1.0,2,0,3,1,TA,6,Min1,1,Gd,2Types,1956.0,Unf,2.0,609.0,TA,TA,Y,0,30,0,0,0,0,,MnPrv,,0,10,2006,WD ,Abnorml,125000,3,3,3.0,0.0,0.25093948080922396,0
2841,909101050,50,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,686.0,686.0,GasW,Gd,Y,SBrkr,686,564,0,1250,0.0,1.0,1,1,3,1,Fa,7,Typ,0,,Detchd,1955.0,Unf,1.0,280.0,TA,TA,P,207,0,96,0,0,0,,,,0,7,2006,WD ,Normal,116000,2,3,3.0,0.0,0.27035293509838143,0
2842,909101080,50,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,4,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,TA,N,SBrkr,964,0,450,1414,0.0,0.0,1,0,3,1,TA,8,Typ,1,Gd,,,,0.0,0.0,,,N,0,0,112,0,0,0,,,,0,9,2006,COD,Abnorml,83000,3,3,3.0,0.0,0.20585794416534828,0
2843,909101190,75,RL,60.0,6204,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,795.0,795.0,GasA,TA,N,SBrkr,954,795,481,2230,1.0,0.0,1,0,5,1,TA,10,Typ,0,,Detchd,1997.0,Unf,1.0,440.0,TA,Gd,Y,0,188,0,0,0,0,,,,0,3,2006,WD ,Normal,118500,3,4,3.0,0.0,0.26097894345187006,0
2844,909101330,30,RL,60.0,8088,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,2,3,1922,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,498.0,498.0,GasA,TA,N,FuseF,498,0,0,498,0.0,0.0,1,0,1,1,TA,3,Typ,0,,Detchd,1922.0,Unf,1.0,216.0,Fa,Fa,N,0,0,100,0,0,0,,,,0,2,2006,ConLD,Normal,35000,3,3,3.0,0.0,0.12051352387415004,0
2845,909103020,50,RL,76.0,11388,Pave,,Reg,Low,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1910,1993,Gable,CompShg,VinylSd,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,616.0,616.0,GasA,TA,N,SBrkr,1055,218,0,1273,0.0,0.0,1,0,3,1,Gd,5,Min2,0,,Detchd,1910.0,Unf,1.0,275.0,TA,Fa,N,212,0,0,0,0,0,,,,0,9,2006,WD ,Normal,121000,4,3,3.0,0.0,0.2557502728095943,0
2846,909131125,190,RH,,7082,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,8,1916,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0.0,Unf,0.0,686.0,686.0,GasA,Gd,Y,SBrkr,948,980,0,1928,0.0,0.0,2,0,5,2,TA,10,Typ,0,,,,,0.0,0.0,,,N,0,0,228,0,0,0,,,,0,7,2006,WD ,Normal,160000,3,3,3.0,0.0,0.29477016965396713,0
2847,909175030,50,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,388.0,Unf,0.0,552.0,940.0,GasA,Ex,Y,SBrkr,1192,403,0,1595,0.0,0.0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0,0,108,0,0,0,,,,0,6,2006,WD ,Normal,140000,3,3,3.0,0.0,0.29941161238792235,0
2848,909176180,50,RL,60.0,10890,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,930.0,Unf,0.0,128.0,1058.0,GasA,TA,Y,SBrkr,1058,493,0,1551,1.0,0.0,2,0,3,1,Fa,6,Typ,0,,Detchd,1938.0,Unf,1.0,240.0,Fa,TA,Y,0,0,0,0,0,0,,MnPrv,,0,7,2006,WD ,Normal,137000,2,3,2.0,0.0,0.25566684312911675,0
2849,909201180,190,RH,58.0,6430,Pave,,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Feedr,Norm,2fmCon,1.5Fin,6,6,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,780.0,Unf,0.0,0.0,780.0,GasA,TA,N,FuseF,816,524,0,1340,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1945.0,Unf,1.0,440.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD ,Abnorml,128000,3,3,3.0,0.0,0.2999578930378818,0
2850,909250070,70,RL,43.0,7000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,8,1926,1997,Gable,CompShg,Wd Sdng,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,424.0,Unf,0.0,200.0,624.0,GasA,Ex,Y,SBrkr,743,736,0,1479,1.0,0.0,1,0,3,1,Gd,6,Typ,2,Gd,Detchd,1926.0,Unf,1.0,312.0,TA,TA,Y,530,0,56,0,0,0,,MnPrv,,0,5,2006,WD ,Normal,160000,4,3,3.0,0.0,0.3683662484725961,0
2851,909250120,70,RL,96.0,13132,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0.0,Unf,0.0,747.0,747.0,GasA,Gd,Y,FuseF,892,892,0,1784,0.0,0.0,1,1,4,1,TA,9,Typ,0,,Detchd,1914.0,Unf,1.0,180.0,Fa,Fa,N,203,40,0,0,0,0,,,,0,7,2006,WD ,Normal,138887,3,3,4.0,0.0,0.26516906653485994,0
2852,909250200,70,RL,69.0,4899,Pave,,Reg,HLS,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,BLQ,305.0,Unf,0.0,450.0,755.0,GasA,Ex,Y,SBrkr,755,755,0,1510,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,1.0,216.0,TA,TA,Y,0,0,164,0,0,0,,,,0,6,2006,WD ,Normal,149000,3,3,3.0,0.0,0.3203899944447265,0
2853,909250210,50,RL,60.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1008.0,1008.0,GasA,Ex,Y,SBrkr,1008,0,514,1522,0.0,0.0,2,0,4,1,TA,7,Typ,0,,,,,0.0,0.0,,,P,0,0,138,0,0,0,,,,0,6,2006,WD ,Normal,102000,3,3,3.0,0.0,0.24994152628156965,0
2854,909253080,70,RL,54.0,9399,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,8,1919,1950,Gable,CompShg,MetalSd,Stucco,,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,818.0,818.0,GasA,TA,Y,SBrkr,818,818,0,1636,0.0,0.0,1,1,4,1,Gd,7,Typ,1,Gd,Detchd,1919.0,Unf,1.0,288.0,Fa,TA,N,0,0,212,0,0,0,,,,0,9,2006,WD ,Abnorml,167000,4,3,3.0,0.0,0.36758380035848787,0
2855,909254070,70,RL,54.0,7588,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,352.0,Unf,0.0,441.0,793.0,GasA,Gd,Y,SBrkr,901,901,0,1802,0.0,0.0,1,1,4,1,TA,9,Typ,1,Gd,Detchd,1920.0,Unf,1.0,216.0,Fa,TA,Y,0,0,40,0,0,0,,,,0,7,2006,WD ,Normal,200100,3,3,2.0,0.0,0.33024561084219156,0
2856,909256010,50,RL,84.0,10164,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1939,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,Fa,Av,LwQ,646.0,Unf,0.0,346.0,992.0,GasA,Fa,Y,SBrkr,992,473,0,1465,0.0,0.0,2,0,3,1,TA,6,Typ,2,TA,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0,126,0,0,0,0,,,,0,7,2006,WD ,Normal,131000,3,3,3.0,0.0,0.27650975791535504,0
2857,909256020,50,RL,51.0,6191,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,384.0,Unf,0.0,440.0,824.0,GasA,TA,N,SBrkr,824,464,0,1288,0.0,0.0,1,0,4,1,TA,6,Typ,0,,Detchd,1941.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2006,WD ,Normal,112000,3,3,2.0,0.0,0.23273539893299808,0
2858,909275230,70,RL,60.0,9550,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,5,1915,1970,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,BrkTil,TA,Gd,No,ALQ,216.0,Unf,0.0,540.0,756.0,GasA,Gd,Y,SBrkr,961,756,0,1717,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1998.0,Unf,3.0,642.0,TA,TA,Y,0,35,272,0,0,0,,,,0,2,2006,WD ,Abnorml,140000,4,3,3.0,0.0,0.35358490513430274,0
2859,909275250,50,RL,66.0,21780,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,817.0,817.0,GasA,Gd,Y,FuseF,940,610,0,1550,0.0,0.0,1,1,3,1,TA,7,Min2,1,TA,Detchd,1937.0,Unf,1.0,318.0,TA,TA,P,0,0,429,0,0,0,,MnPrv,,0,9,2006,WD ,Normal,195000,3,3,3.0,0.0,0.29659389607918535,0
2860,909276010,70,RL,,11435,Pave,,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,792.0,792.0,GasA,Fa,Y,SBrkr,792,725,0,1517,0.0,0.0,1,0,3,1,Gd,7,Typ,2,Gd,Detchd,1931.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006,WD ,Normal,230000,4,3,4.0,0.0,0.39986596475541775,1
2861,909276070,50,RL,80.0,12400,Pave,,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Gd,TA,Mn,BLQ,602.0,Unf,0.0,299.0,901.0,GasA,TA,Y,SBrkr,1125,592,0,1717,0.0,0.0,1,1,2,1,TA,7,Typ,1,Gd,Attchd,1940.0,Unf,1.0,410.0,TA,TA,Y,0,0,0,0,113,0,,,,0,2,2006,WD ,Normal,194000,3,3,4.0,0.0,0.29403994417776147,0
2862,909279040,30,RL,80.0,11600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,700.0,700.0,GasA,Ex,Y,SBrkr,1180,0,0,1180,0.0,0.0,1,0,2,1,Fa,5,Typ,1,Gd,Detchd,1922.0,Unf,1.0,252.0,TA,Fa,Y,0,0,67,0,0,0,,,,0,7,2006,WD ,Normal,137500,2,3,2.0,0.0,0.21629605410493863,0
2863,909280030,50,RL,86.0,11500,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,,0.0,Gd,TA,CBlock,Gd,TA,No,Rec,223.0,Unf,0.0,794.0,1017.0,GasA,Gd,Y,SBrkr,1020,1037,0,2057,0.0,0.0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1936.0,Fin,1.0,180.0,Fa,TA,Y,0,0,0,0,322,0,,,,0,6,2006,WD ,Normal,250000,4,4,4.0,0.0,0.3758396335991655,0
